provider_id,provider_name,system_family,indicator_id,score
sarvam,Sarvam AI,OpenHathi / Sarvam models,TRA6,
sarvam,Sarvam AI,OpenHathi / Sarvam models,TRA7,
sarvam,Sarvam AI,OpenHathi / Sarvam models,TRA8,
sarvam,Sarvam AI,OpenHathi / Sarvam models,TRA9,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC1,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC2,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC3,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC4,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC5,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC6,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC7,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC8,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC9,
sarvam,Sarvam AI,OpenHathi / Sarvam models,ACC10,
krutrim,Krutrim (Ola),Krutrim LLM,GOV1,
krutrim,Krutrim (Ola),Krutrim LLM,GOV2,
krutrim,Krutrim (Ola),Krutrim LLM,GOV4,
krutrim,Krutrim (Ola),Krutrim LLM,GOV5,
krutrim,Krutrim (Ola),Krutrim LLM,GOV6,
krutrim,Krutrim (Ola),Krutrim LLM,GOV7,
krutrim,Krutrim (Ola),Krutrim LLM,GOV8,
krutrim,Krutrim (Ola),Krutrim LLM,GOV9,
krutrim,Krutrim (Ola),Krutrim LLM,GOV10,
krutrim,Krutrim (Ola),Krutrim LLM,INC1,
krutrim,Krutrim (Ola),Krutrim LLM,INC2,
krutrim,Krutrim (Ola),Krutrim LLM,INC3,
krutrim,Krutrim (Ola),Krutrim LLM,INC4,
krutrim,Krutrim (Ola),Krutrim LLM,INC5,
krutrim,Krutrim (Ola),Krutrim LLM,INC6,
krutrim,Krutrim (Ola),Krutrim LLM,INC7,
krutrim,Krutrim (Ola),Krutrim LLM,INC8,
krutrim,Krutrim (Ola),Krutrim LLM,INC9,
krutrim,Krutrim (Ola),Krutrim LLM,INC10,
krutrim,Krutrim (Ola),Krutrim LLM,TRA4,
krutrim,Krutrim (Ola),Krutrim LLM,TRA6,
krutrim,Krutrim (Ola),Krutrim LLM,TRA7,
krutrim,Krutrim (Ola),Krutrim LLM,TRA8,
krutrim,Krutrim (Ola),Krutrim LLM,TRA9,
krutrim,Krutrim (Ola),Krutrim LLM,ACC1,
krutrim,Krutrim (Ola),Krutrim LLM,ACC2,
krutrim,Krutrim (Ola),Krutrim LLM,ACC3,
krutrim,Krutrim (Ola),Krutrim LLM,ACC4,
krutrim,Krutrim (Ola),Krutrim LLM,ACC5,
krutrim,Krutrim (Ola),Krutrim LLM,ACC6,
krutrim,Krutrim (Ola),Krutrim LLM,ACC7,
krutrim,Krutrim (Ola),Krutrim LLM,ACC8,
krutrim,Krutrim (Ola),Krutrim LLM,ACC9,
krutrim,Krutrim (Ola),Krutrim LLM,ACC10,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV1,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV2,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV4,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV5,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV6,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV7,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV8,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV9,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,GOV10,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC1,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC2,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC3,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC4,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC5,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC6,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC7,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC8,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC9,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,INC10,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,TRA4,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,TRA6,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,TRA7,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,TRA8,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,TRA9,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC1,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC2,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC3,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC4,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC5,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC6,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC7,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC8,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC9,
ai4bharat,AI4Bharat (IIT Madras),IndicTrans / IndicLLMs,ACC10,
aisg,AI Singapore,SEA-LION,GOV1,
aisg,AI Singapore,SEA-LION,GOV2,
aisg,AI Singapore,SEA-LION,GOV4,
aisg,AI Singapore,SEA-LION,GOV5,
aisg,AI Singapore,SEA-LION,GOV6,
aisg,AI Singapore,SEA-LION,GOV7,
aisg,AI Singapore,SEA-LION,GOV8,
aisg,AI Singapore,SEA-LION,GOV9,
aisg,AI Singapore,SEA-LION,GOV10,
aisg,AI Singapore,SEA-LION,INC1,
aisg,AI Singapore,SEA-LION,INC2,
aisg,AI Singapore,SEA-LION,INC3,
aisg,AI Singapore,SEA-LION,INC4,
aisg,AI Singapore,SEA-LION,INC5,
aisg,AI Singapore,SEA-LION,INC6,
aisg,AI Singapore,SEA-LION,INC7,
aisg,AI Singapore,SEA-LION,INC8,
aisg,AI Singapore,SEA-LION,INC9,
aisg,AI Singapore,SEA-LION,INC10,
aisg,AI Singapore,SEA-LION,TRA4,
aisg,AI Singapore,SEA-LION,TRA6,
aisg,AI Singapore,SEA-LION,TRA7,
aisg,AI Singapore,SEA-LION,TRA8,
aisg,AI Singapore,SEA-LION,TRA9,
aisg,AI Singapore,SEA-LION,ACC1,
aisg,AI Singapore,SEA-LION,ACC2,
aisg,AI Singapore,SEA-LION,ACC3,
aisg,AI Singapore,SEA-LION,ACC4,
aisg,AI Singapore,SEA-LION,ACC5,
aisg,AI Singapore,SEA-LION,ACC6,
aisg,AI Singapore,SEA-LION,ACC7,
aisg,AI Singapore,SEA-LION,ACC8,
aisg,AI Singapore,SEA-LION,ACC9,
aisg,AI Singapore,SEA-LION,ACC10,
vinai,VinAI,PhoBERT,GOV1,
vinai,VinAI,PhoBERT,GOV2,
vinai,VinAI,PhoBERT,GOV4,
vinai,VinAI,PhoBERT,GOV5,
vinai,VinAI,PhoBERT,GOV6,
vinai,VinAI,PhoBERT,GOV7,
vinai,VinAI,PhoBERT,GOV8,
vinai,VinAI,PhoBERT,GOV9,
vinai,VinAI,PhoBERT,GOV10,
vinai,VinAI,PhoBERT,INC1,
vinai,VinAI,PhoBERT,INC2,
vinai,VinAI,PhoBERT,INC3,
vinai,VinAI,PhoBERT,INC4,
vinai,VinAI,PhoBERT,INC5,
vinai,VinAI,PhoBERT,INC6,
vinai,VinAI,PhoBERT,INC7,
vinai,VinAI,PhoBERT,INC8,
vinai,VinAI,PhoBERT,INC9,
vinai,VinAI,PhoBERT,INC10,
vinai,VinAI,PhoBERT,TRA4,
vinai,VinAI,PhoBERT,TRA6,
vinai,VinAI,PhoBERT,TRA7,
vinai,VinAI,PhoBERT,TRA8,
vinai,VinAI,PhoBERT,TRA9,
vinai,VinAI,PhoBERT,ACC1,
vinai,VinAI,PhoBERT,ACC2,
vinai,VinAI,PhoBERT,ACC3,
vinai,VinAI,PhoBERT,ACC4,
vinai,VinAI,PhoBERT,ACC5,
vinai,VinAI,PhoBERT,ACC6,
vinai,VinAI,PhoBERT,ACC7,
vinai,VinAI,PhoBERT,ACC8,
vinai,VinAI,PhoBERT,ACC9,
vinai,VinAI,PhoBERT,ACC10,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV1,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV2,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV4,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV5,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV6,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV7,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV8,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV9,
indonlp,IndoNLU (IndoNLP),IndoBERT,GOV10,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC1,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC2,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC3,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC4,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC5,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC6,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC7,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC8,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC9,
indonlp,IndoNLU (IndoNLP),IndoBERT,INC10,
indonlp,IndoNLU (IndoNLP),IndoBERT,TRA4,
indonlp,IndoNLU (IndoNLP),IndoBERT,TRA6,
indonlp,IndoNLU (IndoNLP),IndoBERT,TRA7,
indonlp,IndoNLU (IndoNLP),IndoBERT,TRA8,
indonlp,IndoNLU (IndoNLP),IndoBERT,TRA9,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC1,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC2,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC3,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC4,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC5,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC6,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC7,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC8,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC9,
indonlp,IndoNLU (IndoNLP),IndoBERT,ACC10,
nectec,NECTEC (Thailand),WangchanGLM,GOV1,
nectec,NECTEC (Thailand),WangchanGLM,GOV2,
nectec,NECTEC (Thailand),WangchanGLM,GOV4,
nectec,NECTEC (Thailand),WangchanGLM,GOV5,
nectec,NECTEC (Thailand),WangchanGLM,GOV6,
nectec,NECTEC (Thailand),WangchanGLM,GOV7,
nectec,NECTEC (Thailand),WangchanGLM,GOV8,
nectec,NECTEC (Thailand),WangchanGLM,GOV9,
nectec,NECTEC (Thailand),WangchanGLM,GOV10,
nectec,NECTEC (Thailand),WangchanGLM,INC1,
nectec,NECTEC (Thailand),WangchanGLM,INC2,
nectec,NECTEC (Thailand),WangchanGLM,INC3,
nectec,NECTEC (Thailand),WangchanGLM,INC4,
nectec,NECTEC (Thailand),WangchanGLM,INC5,
nectec,NECTEC (Thailand),WangchanGLM,INC6,
nectec,NECTEC (Thailand),WangchanGLM,INC7,
nectec,NECTEC (Thailand),WangchanGLM,INC8,
nectec,NECTEC (Thailand),WangchanGLM,INC9,
nectec,NECTEC (Thailand),WangchanGLM,INC10,
nectec,NECTEC (Thailand),WangchanGLM,TRA4,
nectec,NECTEC (Thailand),WangchanGLM,TRA6,
nectec,NECTEC (Thailand),WangchanGLM,TRA7,
nectec,NECTEC (Thailand),WangchanGLM,TRA8,
nectec,NECTEC (Thailand),WangchanGLM,TRA9,
nectec,NECTEC (Thailand),WangchanGLM,ACC1,
nectec,NECTEC (Thailand),WangchanGLM,ACC2,
nectec,NECTEC (Thailand),WangchanGLM,ACC3,
nectec,NECTEC (Thailand),WangchanGLM,ACC4,
nectec,NECTEC (Thailand),WangchanGLM,ACC5,
nectec,NECTEC (Thailand),WangchanGLM,ACC6,
nectec,NECTEC (Thailand),WangchanGLM,ACC7,
nectec,NECTEC (Thailand),WangchanGLM,ACC8,
nectec,NECTEC (Thailand),WangchanGLM,ACC9,
nectec,NECTEC (Thailand),WangchanGLM,ACC10,
mbzuai,MBZUAI / Inception (G42),Jais,GOV1,
mbzuai,MBZUAI / Inception (G42),Jais,GOV2,
mbzuai,MBZUAI / Inception (G42),Jais,GOV4,
mbzuai,MBZUAI / Inception (G42),Jais,GOV5,
mbzuai,MBZUAI / Inception (G42),Jais,GOV6,
mbzuai,MBZUAI / Inception (G42),Jais,GOV7,
mbzuai,MBZUAI / Inception (G42),Jais,GOV8,
mbzuai,MBZUAI / Inception (G42),Jais,GOV9,
mbzuai,MBZUAI / Inception (G42),Jais,GOV10,
mbzuai,MBZUAI / Inception (G42),Jais,INC1,
mbzuai,MBZUAI / Inception (G42),Jais,INC2,
mbzuai,MBZUAI / Inception (G42),Jais,INC3,
mbzuai,MBZUAI / Inception (G42),Jais,INC4,
mbzuai,MBZUAI / Inception (G42),Jais,INC5,
mbzuai,MBZUAI / Inception (G42),Jais,INC6,
mbzuai,MBZUAI / Inception (G42),Jais,INC7,
mbzuai,MBZUAI / Inception (G42),Jais,INC8,
mbzuai,MBZUAI / Inception (G42),Jais,INC9,
mbzuai,MBZUAI / Inception (G42),Jais,INC10,
mbzuai,MBZUAI / Inception (G42),Jais,TRA4,
mbzuai,MBZUAI / Inception (G42),Jais,TRA6,
mbzuai,MBZUAI / Inception (G42),Jais,TRA7,
mbzuai,MBZUAI / Inception (G42),Jais,TRA8,
mbzuai,MBZUAI / Inception (G42),Jais,TRA9,
mbzuai,MBZUAI / Inception (G42),Jais,ACC1,
mbzuai,MBZUAI / Inception (G42),Jais,ACC2,
mbzuai,MBZUAI / Inception (G42),Jais,ACC3,
mbzuai,MBZUAI / Inception (G42),Jais,ACC4,
mbzuai,MBZUAI / Inception (G42),Jais,ACC5,
mbzuai,MBZUAI / Inception (G42),Jais,ACC6,
mbzuai,MBZUAI / Inception (G42),Jais,ACC7,
mbzuai,MBZUAI / Inception (G42),Jais,ACC8,
mbzuai,MBZUAI / Inception (G42),Jais,ACC9,
mbzuai,MBZUAI / Inception (G42),Jais,ACC10,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV1,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV2,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV4,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV5,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV6,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV7,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV8,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV9,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,GOV10,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC1,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC2,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC3,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC4,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC5,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC6,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC7,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC8,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC9,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,INC10,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,TRA4,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,TRA6,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,TRA7,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,TRA8,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,TRA9,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC1,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC2,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC3,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC4,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC5,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC6,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC7,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC8,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC9,
qcri,Qatar Computing Research Institute (QCRI),AraBERT,ACC10,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV1,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV2,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV4,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV5,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV6,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV7,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV8,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV9,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,GOV10,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC1,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC2,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC3,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC4,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC5,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC6,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC7,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC8,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC9,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,INC10,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,TRA4,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,TRA6,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,TRA7,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,TRA8,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,TRA9,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC1,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC2,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC3,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC4,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC5,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC6,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC7,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC8,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC9,
sdaia,Saudi Data & AI Authority (SDAIA),ALLaM,ACC10,
sber,Sber AI,GigaChat,GOV1,
sber,Sber AI,GigaChat,GOV2,
sber,Sber AI,GigaChat,GOV4,
sber,Sber AI,GigaChat,GOV5,
sber,Sber AI,GigaChat,GOV6,
sber,Sber AI,GigaChat,GOV7,
sber,Sber AI,GigaChat,GOV8,
sber,Sber AI,GigaChat,GOV9,
sber,Sber AI,GigaChat,GOV10,
sber,Sber AI,GigaChat,INC1,
sber,Sber AI,GigaChat,INC2,
sber,Sber AI,GigaChat,INC3,
sber,Sber AI,GigaChat,INC4,
sber,Sber AI,GigaChat,INC5,
sber,Sber AI,GigaChat,INC6,
sber,Sber AI,GigaChat,INC7,
sber,Sber AI,GigaChat,INC8,
sber,Sber AI,GigaChat,INC9,
sber,Sber AI,GigaChat,INC10,
sber,Sber AI,GigaChat,TRA4,
sber,Sber AI,GigaChat,TRA6,
sber,Sber AI,GigaChat,TRA7,
sber,Sber AI,GigaChat,TRA8,
sber,Sber AI,GigaChat,TRA9,
sber,Sber AI,GigaChat,ACC1,
sber,Sber AI,GigaChat,ACC2,
sber,Sber AI,GigaChat,ACC3,
sber,Sber AI,GigaChat,ACC4,
sber,Sber AI,GigaChat,ACC5,
sber,Sber AI,GigaChat,ACC6,
sber,Sber AI,GigaChat,ACC7,
sber,Sber AI,GigaChat,ACC8,
sber,Sber AI,GigaChat,ACC9,
sber,Sber AI,GigaChat,ACC10,
yandex,Yandex,YaLM,GOV1,
yandex,Yandex,YaLM,GOV2,
yandex,Yandex,YaLM,GOV4,
yandex,Yandex,YaLM,GOV5,
yandex,Yandex,YaLM,GOV6,
yandex,Yandex,YaLM,GOV7,
yandex,Yandex,YaLM,GOV8,
yandex,Yandex,YaLM,GOV9,
yandex,Yandex,YaLM,GOV10,
yandex,Yandex,YaLM,INC1,
yandex,Yandex,YaLM,INC2,
yandex,Yandex,YaLM,INC3,
yandex,Yandex,YaLM,INC4,
yandex,Yandex,YaLM,INC5,
yandex,Yandex,YaLM,INC6,
yandex,Yandex,YaLM,INC7,
yandex,Yandex,YaLM,INC8,
yandex,Yandex,YaLM,INC9,
yandex,Yandex,YaLM,INC10,
yandex,Yandex,YaLM,TRA4,
yandex,Yandex,YaLM,TRA6,
yandex,Yandex,YaLM,TRA7,
yandex,Yandex,YaLM,TRA8,
yandex,Yandex,YaLM,TRA9,
yandex,Yandex,YaLM,ACC1,
yandex,Yandex,YaLM,ACC2,
yandex,Yandex,YaLM,ACC3,
yandex,Yandex,YaLM,ACC4,
yandex,Yandex,YaLM,ACC5,
yandex,Yandex,YaLM,ACC6,
yandex,Yandex,YaLM,ACC7,
yandex,Yandex,YaLM,ACC8,
yandex,Yandex,YaLM,ACC9,
yandex,Yandex,YaLM,ACC10,
allegro,Allegro (PL),HerBERT,GOV1,
allegro,Allegro (PL),HerBERT,GOV2,
allegro,Allegro (PL),HerBERT,GOV4,
allegro,Allegro (PL),HerBERT,GOV5,
allegro,Allegro (PL),HerBERT,GOV6,
allegro,Allegro (PL),HerBERT,GOV7,
allegro,Allegro (PL),HerBERT,GOV8,
allegro,Allegro (PL),HerBERT,GOV9,
allegro,Allegro (PL),HerBERT,GOV10,
allegro,Allegro (PL),HerBERT,INC1,
allegro,Allegro (PL),HerBERT,INC2,
allegro,Allegro (PL),HerBERT,INC3,
allegro,Allegro (PL),HerBERT,INC4,
allegro,Allegro (PL),HerBERT,INC5,
allegro,Allegro (PL),HerBERT,INC6,
allegro,Allegro (PL),HerBERT,INC7,
allegro,Allegro (PL),HerBERT,INC8,
allegro,Allegro (PL),HerBERT,INC9,
allegro,Allegro (PL),HerBERT,INC10,
allegro,Allegro (PL),HerBERT,TRA4,
allegro,Allegro (PL),HerBERT,TRA6,
allegro,Allegro (PL),HerBERT,TRA7,
allegro,Allegro (PL),HerBERT,TRA8,
allegro,Allegro (PL),HerBERT,TRA9,
allegro,Allegro (PL),HerBERT,ACC1,
allegro,Allegro (PL),HerBERT,ACC2,
allegro,Allegro (PL),HerBERT,ACC3,
allegro,Allegro (PL),HerBERT,ACC4,
allegro,Allegro (PL),HerBERT,ACC5,
allegro,Allegro (PL),HerBERT,ACC6,
allegro,Allegro (PL),HerBERT,ACC7,
allegro,Allegro (PL),HerBERT,ACC8,
allegro,Allegro (PL),HerBERT,ACC9,
allegro,Allegro (PL),HerBERT,ACC10,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV1,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV2,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV4,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV5,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV6,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV7,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV8,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV9,
clarinpl,CLARIN-PL,Polish RoBERTa,GOV10,
clarinpl,CLARIN-PL,Polish RoBERTa,INC1,
clarinpl,CLARIN-PL,Polish RoBERTa,INC2,
clarinpl,CLARIN-PL,Polish RoBERTa,INC3,
clarinpl,CLARIN-PL,Polish RoBERTa,INC4,
clarinpl,CLARIN-PL,Polish RoBERTa,INC5,
clarinpl,CLARIN-PL,Polish RoBERTa,INC6,
clarinpl,CLARIN-PL,Polish RoBERTa,INC7,
clarinpl,CLARIN-PL,Polish RoBERTa,INC8,
clarinpl,CLARIN-PL,Polish RoBERTa,INC9,
clarinpl,CLARIN-PL,Polish RoBERTa,INC10,
clarinpl,CLARIN-PL,Polish RoBERTa,TRA4,
clarinpl,CLARIN-PL,Polish RoBERTa,TRA6,
clarinpl,CLARIN-PL,Polish RoBERTa,TRA7,
clarinpl,CLARIN-PL,Polish RoBERTa,TRA8,
clarinpl,CLARIN-PL,Polish RoBERTa,TRA9,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC1,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC2,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC3,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC4,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC5,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC6,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC7,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC8,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC9,
clarinpl,CLARIN-PL,Polish RoBERTa,ACC10,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV1,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV2,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV4,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV5,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV6,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV7,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV8,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV9,
dccuchile,DCC UChile,BETO (Spanish BERT),GOV10,
dccuchile,DCC UChile,BETO (Spanish BERT),INC1,
dccuchile,DCC UChile,BETO (Spanish BERT),INC2,
dccuchile,DCC UChile,BETO (Spanish BERT),INC3,
dccuchile,DCC UChile,BETO (Spanish BERT),INC4,
dccuchile,DCC UChile,BETO (Spanish BERT),INC5,
dccuchile,DCC UChile,BETO (Spanish BERT),INC6,
dccuchile,DCC UChile,BETO (Spanish BERT),INC7,
dccuchile,DCC UChile,BETO (Spanish BERT),INC8,
dccuchile,DCC UChile,BETO (Spanish BERT),INC9,
dccuchile,DCC UChile,BETO (Spanish BERT),INC10,
dccuchile,DCC UChile,BETO (Spanish BERT),TRA4,
dccuchile,DCC UChile,BETO (Spanish BERT),TRA6,
dccuchile,DCC UChile,BETO (Spanish BERT),TRA7,
dccuchile,DCC UChile,BETO (Spanish BERT),TRA8,
dccuchile,DCC UChile,BETO (Spanish BERT),TRA9,
dccuchile,DCC UChile,BETO (Spanish BERT),ACC1,
dccuchile,DCC UChile,BETO (Spanish BERT),ACC2,
dccuchile,DCC UChile,BETO (Spanish BERT),ACC3,
dccuchile,DCC UChile,BETO (Spanish BERT),ACC4,
